"","X","ConsecutiveNumber","CruiseID","StationID","Net_index","Date","Longitude","Latitude","target_organisms","target_org_code","Gear","operation_mode","size_range_minimum_g","size_range_maximum_g","size_range_minimum_micrometers","size_range_maximum_micrometers","Catching_Depth_max_m","Catching_Depth_min_m","Biomass_determination","Contact_Person","filtered_volume_m3","day_night","SST","primprod","salinity","O2_dissolved","pH","chla","nitrate","silicate","SST_C_insitu","Temperature__C_insitu","Salinity_insitu","Oxygen__umol_kg_insitu","Chlorophyll__mg_m_3_insitu","Nitrate__uM_L_1_insitu","g_C_individual","X5.68E.14","X1.14E.13","X2.27E.13","X4.55E.13","X9.09E.13","X1.82E.12","X3.64E.12","X7.28E.12","X1.46E.11","X2.91E.11","X5.82E.11","X1.16E.10","X2.33E.10","X4.66E.10","X9.31E.10","X0.00000000186","X0.00000000373","X0.00000000745","X0.0000000149","X0.0000000298","X0.0000000596","X0.000000119","X0.000000238","X0.000000477","X0.000000954","X0.00000191","X0.00000381","X0.00000763","X0.0000153","X0.0000305","X0.000061","X0.000122","X0.000244","X0.000488","X0.000977","X0.00195","X0.00391","X0.00781","X0.0156","X0.0313","X0.0625","X0.125","X0.25","X0.5","X1","X2","X4","X8","X16","X32","X64","X128","X256","X512","X1020","NBSS_slope","Comment","Old_target_organisms","OKtarget_organisms","target_target_org_code_code","log10_1X_chla_insitu","target.org.colour","target_organisms_UVP_NET","slope.clean","slope_OSLR_max.to.NA","intercept_OSLR_max.to.NA","p_value_olsr","r.square.olsr","N.bins.used","x.value.of.maximum","rob_reg__slope","rob_reg_intercept","slope_ratio_OLSR_RR"
"76","1994","#REF!","sn010_2016_m130","1066","c_m130_059","16.09.14",-22.9958333333333,0.658166666666667,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,3889,1,"Estimated from Biovolume","Rainer Kiko",2.93832,"Day",NA,NA,NA,NA,NA,NA,NA,NA,25.8867,4.90002296601442,34.9094757981462,214.220229145211,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9890706576283,15.2637797660345,16.2064270358273,21.4940704388008,10.3801783408684,3.73525453851496,1.65746977721619,1.81548433125785,NA,1.19558337280958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.053591821,"","zooplankton","zooplankton",3,NA,"darkmagenta","UVP_zoopl",-1.053591821,-0.977531477791324,-2.55718706647685,0.00942920810401856,0.922227915593349,5,0.000122,-0.531086187472852,-0.924468074590049,1.00006428531577
"77","1995","#REF!","sn010_2016_m130","1068","c_m130_060","16.09.14",-23.0001666666667,0.333666666666667,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,3930,2,"Estimated from Biovolume","Rainer Kiko",2.22849,"Night",NA,NA,NA,NA,NA,NA,NA,NA,25.7818,4.92214791136016,34.9171753183902,215.589770759042,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6791732718372,16.5873492609351,19.3493739611121,17.3464617544442,6.17926592029284,9.70667522450013,3.16781716583275,3.19981668808851,NA,1.1831833947356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.689006648,"","zooplankton","zooplankton",3,NA,"darkmagenta","UVP_zoopl",-0.689006648,-0.562437725143828,-1.06218865876299,0.0102605567888369,0.839261727387935,6,6.1e-05,-1.32334234559304,-3.56387316763169,1
"78","1996","#REF!","sn010_2016_m130","1069","c_m130_061","16.09.15",-23.0328333333333,-0.0006666666666666,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,1211,2,"Estimated from Biovolume","Rainer Kiko",2.49084,"Night",NA,NA,NA,NA,NA,NA,NA,NA,25.7868,8.87382510356255,34.9019985915493,150.803537696769,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.9911631927038,13.3875434337269,8.14343955075613,8.01999666926579,2.52144364537618,3.21664552945817,NA,0.522232789722296,0.611981346758668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.750613744,"","zooplankton","zooplankton",3,NA,"darkmagenta","UVP_zoopl",-0.750613744,-0.573428784404439,-1.47548652825835,0.00471313319777878,0.890021241445372,6,1.53e-05,-0.837163772861437,-2.05155036360494,1
"79","1998","#REF!","sn010_2016_m130","1078","c_m130_063","16.09.15",-23.0003333333333,-0.332333333333333,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,4659,1,"Estimated from Biovolume","Rainer Kiko",2.52153,"Night",NA,NA,NA,NA,NA,NA,NA,NA,25.9999,4.51564922647185,34.9138154275892,220.125414697035,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.8845191613909,26.5659966615995,15.6114740068589,8.67056805015264,8.31242960678826,6.14548197493286,2.35020953184664,2.36588151654735,NA,1.60598886943646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.516044586,"","zooplankton","zooplankton",3,NA,"darkmagenta","UVP_zoopl",-0.516044586,-0.586607040304459,-1.26066935464821,0.000195368071848389,0.949787779632008,7,3.05e-05,-1.14781771541028,-3.20846273128431,1.04880821948047
"80","1999","#REF!","sn010_2016_m130","1080","c_m130_064","16.09.16",-22.9996666666667,-0.665666666666667,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,1211,1,"Estimated from Biovolume","Rainer Kiko",2.3463,"Night",NA,NA,NA,NA,NA,NA,NA,NA,25.9526,8.76363996683251,34.8854934494196,148.432553897181,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.1389719801322,15.5617835181579,13.2336858569366,11.3754963860207,9.41315813649512,1.09498188220394,3.02351104508144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.796410657,"","zooplankton","zooplankton",3,NA,"darkmagenta","UVP_zoopl",-0.796410657,-0.605855408881739,-1.48126589599264,0.0160292440840613,0.718325343251531,7,1.53e-05,-0.718854758641286,-1.59508513585496,1
"81","2001","#REF!","sn010_2016_m130","1084","c_m130_066","16.09.16",-23,-0.9985,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,4144,1,"Estimated from Biovolume","Rainer Kiko",2.69181,"Day",NA,NA,NA,NA,NA,NA,NA,NA,25.9334,4.71587388258033,34.9091107997101,217.702901667069,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4947979643345,12.3374542431432,13.1158954989589,16.5607244270819,16.7843195789859,4.35069401358133,0.853787388827043,NA,1.46004816601852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.32284013,"","zooplankton","zooplankton",3,NA,"darkmagenta","UVP_zoopl",-1.32284013,-0.626016570494104,-1.50039733740835,0.03093580800202,0.639188450686606,7,1.53e-05,-1.4658268164443,-4.45141014244079,0.999999999999998
"82","2002","#REF!","sn010_2016_m130","1089","c_m130_067","16.09.16",-22.988,-1.011,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,1210,1,"Estimated from Biovolume","Rainer Kiko",1.76616,"Day",NA,NA,NA,NA,NA,NA,NA,NA,25.9279,8.49577232808617,34.8477264291632,145.263156586578,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5360028139672,8.44105726690259,17.5131191794474,11.9500198476407,1.67939655255575,10.5878694450919,4.89952054450248,1.16364379571026,3.29968346233743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.87005946,"","zooplankton","zooplankton",3,NA,"darkmagenta","UVP_zoopl",-0.87005946,-0.383004906748837,-0.596432106432342,0.0305687865262712,0.510440490468107,9,1.53e-05,-0.461413772805088,-0.577477425192124,0.999999999999997
"83","2004","#REF!","sn010_2016_m130","1091","c_m130_069","16.09.17",-23.0001666666667,-1.666,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,4987,2,"Estimated from Biovolume","Rainer Kiko",3.38085,"Night",NA,NA,NA,NA,NA,NA,NA,NA,25.9402,4.04747304295464,34.8745875150542,219.030215075377,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.524647062167,21.0320228020346,18.8491939827504,10.2341259088175,12.3054235691331,3.81516796641542,1.58531261513029,0.937912140845976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.333469177,"","zooplankton","zooplankton",3,NA,"darkmagenta","UVP_zoopl",-0.333469177,-0.78659117310808,-2.0626991770891,0.000749687076452954,0.914473443867257,7,3.05e-05,-0.301881646398684,-0.437550015130819,1
"84","2005","#REF!","sn010_2016_m130","1092","c_m130_070","16.09.17",-23.0003333333333,-1.99933333333333,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,4614,2,"Estimated from Biovolume","Rainer Kiko",2.31957,"Night",NA,NA,NA,NA,NA,NA,NA,NA,25.8542,4.21837721843003,34.8792047141638,218.051589163823,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.7488803417003,23.6423264337177,14.0438805152991,11.9271360624008,9.18601401627054,7.92741671356947,2.01902103957526,1.30521555776732,0.991799575567524,0.764112723455124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45580799,"","zooplankton","zooplankton",3,NA,"darkmagenta","UVP_zoopl",-0.45580799,-0.664027219214989,-1.55885136884526,1.01053006746332e-05,0.947121321244571,9,3.05e-05,-1.1860668642178,-3.57371544814653,1
"85","2006","#REF!","sn010_2016_m130","1094","c_m130_071","16.09.17",-23.0013333333333,-2.50266666666667,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,5854,2,"Estimated from Biovolume","Rainer Kiko",3.76893,"Day",NA,NA,NA,NA,NA,NA,NA,NA,25.8565,3.49512190867111,34.8399669745168,218.30997263554,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.520298996084,16.0455323259557,13.6047713900094,17.0452537431884,12.0259136359686,10.7300003577454,4.69790606635369,NA,NA,2.69650850352963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.748793307,"","zooplankton","zooplankton",3,NA,"darkmagenta","UVP_zoopl",-0.748793307,-0.309541438878918,-0.102757457741398,0.00846032822086277,0.779445144213794,7,1.53e-05,-0.660645992695647,-1.64235950515606,1.02016664859604
"86","2007","#REF!","sn010_2016_m130","1096","c_m130_072","16.09.17",-23.001,-2.99916666666667,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,5544,1,"Estimated from Biovolume","Rainer Kiko",3.22542,"Night",NA,NA,NA,NA,NA,NA,NA,NA,25.8201,3.69368660408016,34.8546364686767,215.56276403683,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.6264656751955,33.2453975767825,34.6369558422911,27.0719996715668,5.49324399342321,6.146012057912,1.69916249602927,1.73499666834183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.265235829,"","zooplankton","zooplankton",3,NA,"darkmagenta","UVP_zoopl",-0.265235829,-0.954557303350509,-2.47632610729129,0.00298608809305973,0.912109705942553,6,6.1e-05,-0.97624465592831,-2.11339997272757,1
"87","2009","#REF!","sn010_2016_m130","1099","c_m130_074","16.09.18",-23.0006666666667,-3.499,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,5503,2,"Estimated from Biovolume","Rainer Kiko",3.19968,"Night",NA,NA,NA,NA,NA,NA,NA,NA,25.6977,3.6936448244497,34.8527636529016,216.250700382027,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2135115847767,10.4263874379762,16.9033421360859,19.633125381826,9.44484588723341,5.56515969879503,3.21630884371644,3.63963441643539,1.11804008158681,1.53084004230359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.735368594,"","zooplankton","zooplankton",3,NA,"darkmagenta","UVP_zoopl",-0.735368594,-0.636052419964204,-1.29826668414182,0.000822571057781243,0.9112833099374,7,0.000122,-0.378405393692384,-0.930636638054792,0.999998857394368
"88","2010","#REF!","sn010_2016_m130","1100","c_m130_075","16.09.18",-23.0008333333333,-3.9985,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,5930,1,"Estimated from Biovolume","Rainer Kiko",3.60063,"Day",NA,NA,NA,NA,NA,NA,NA,NA,25.7071,3.50183588791357,34.8436037643484,217.402216407833,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.0330081912964,14.5301397255189,12.9983277170708,20.159441349195,14.2423808559589,7.50714351618537,2.03062684142018,0.807373641944304,NA,2.20354817546111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.185969424,"","zooplankton","zooplankton",3,NA,"darkmagenta","UVP_zoopl",-1.185969424,-1.20911385481008,-3.29426803697141,0.00374014428420739,0.95770092506016,5,0.000122,-1.06488557751387,-3.0128512009164,1
"89","2012","#REF!","sn010_2016_m130","1104","c_m130_077","16.09.19",-23.0005,-4.9995,"zooplankton",3,"UVP","mounted on rosette",NA,NA,620,19000,5256,1,"Estimated from Biovolume","Rainer Kiko",4.66092,"Night",NA,NA,NA,NA,NA,NA,NA,NA,25.8238,3.82783062273853,34.8594397257665,215.04268139402,NA,NA,"gC m-3 g-1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.88860962829419,1.00055545048979,13.588899882621,7.31011737477514,5.91088176295987,3.14860814272286,3.20453519976417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.206694458,"","zooplankton","zooplankton",3,NA,"darkmagenta","UVP_zoopl",-0.206694458,-0.538170319363674,-1.18962278467492,0.00854838924304693,0.92707491824603,5,6.1e-05,-2.72242096176896,-8.63286715866101,1
