,ConsecutiveNumber,CruiseID,StationID,Net_index,Date,Longitude,Latitude,target_organisms,target_org_code,Gear,operation_mode,sizerangeminimum_g,sizerangeMax_g,size_range_minimum_micron,size_range_maximum_micron,Catching_Depth_max_m,Catching_Depth_min_m,Biomass_determination,Contact_Person,filtered_volume_m3,day_night,SST_model,primprod,salinity,O2_dissolved,pH,chla_model,nitrate_model,silicate_model,SST_C_insitu,Temperature_C_insitu,Temperature_C_insitu_OK,Salinity_insitu,Oxygen__umol_kg_insitu,Chlorophyll__mg_m3_insitu,Nitrate__uM_L1_insitu,log_mm3_individual_insitu,X.10.2041199826559,X.9.90308998699194,X.9.60205999132796,X.9.30102999566398,X.9,X.8.69897000433602,X.8.39794000867204,X.8.09691001300806,X.7.79588001734408,X.7.4948500216801,X.7.19382002601611,X.6.89279003035213,X.6.59176003468815,X.6.29073003902417,X.5.98970004336019,X.5.68867004769621,X.5.38764005203223,X.5.08661005636825,X.4.78558006070427,X.4.48455006504029,X.4.1835200693763,X.3.88249007371232,X.3.58146007804834,X.3.28043008238437,X.2.97940008672038,X.2.6783700910564,X.2.37734009539242,X.2.07631009972843,X.1.77528010406445,X.1.47425010840047,X.1.17322011273649,X.0.872190117072509,X.0.571160121408528,X.0.270130125744547,X0.0308998699194346,X0.33192986558341,X0.632959861247397,X0.933989856911378,X1.23501985257536,X1.53604984823934,X1.83707984390332,X2.1381098395673,X2.43913983523128,X2.74016983089526,X3.04119982655924,X3.34222982222323,X3.64325981788721,X3.94428981355119,X4.24531980921517,X4.54634980487915,X4.84737980054313,X5.14840979620711,X5.4494397918711,X5.75046978753507,X6.05149978325976,X6.35252977892375,slope,Std.Error,minimum,maximum,comment,Conductivity_Mathilde,Salinity_Mathilde,Oxygen_Mathilde,AOU_Mathilde,MLD_Mathilde,Phosphates_Mathilde,Silicates_Mathilde,Temperature_Mathilde,Nitrates_Mathilde,Biomass_phytoplankton__ug_m3,target_target_org_code_code,SST,chla,nitrate,silicate,target.org.colour,slope.clean,new_slopes,rob_reg__slopes,p_values_olsr_slopes,r.square.olsr,ratio_slopes_rr_olsr
388,388,Abra�os 2,13,,2017-04-13,-34.46,-8.32,phytoplankton,4,Niskin Bottles,,NA,NA,0.5,150,99.42,NA,Estimated from Biovolume,Cristina Gonz�lez,NA,,27,324.86,36,4,8.1528,0.02714,1,2,NA,28.05,28.05,37.42,NA,0.28,0.4,mm3 m-3 mm-3,NA,119000000000,NA,NA,1772616176,225550541.1,NA,NA,NA,NA,4500,NA,13500,NA,NA,NA,4000,16000,2000,9500,4000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.2487,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.84,4,NA,0.02714,1,2,Phytoplankton,-1.2487,-1.24869917892467,-1.27147142495566,0.000388013291365049,0.809897269491094,1.01823610551426
389,389,Abra�os 2,14,,2017-04-13,-34.68,-8.32,phytoplankton,4,Niskin Bottles,,NA,NA,0.5,150,49.71,NA,Estimated from Biovolume,Cristina Gonz�lez,NA,,27,345,36,4,8.1477,0.035612,1,2,NA,29.21,29.21,37.25,NA,1.18,0.7,mm3 m-3 mm-3,NA,60600000000,NA,7839631081,966856081.1,663482374.6,NA,NA,NA,NA,22500,NA,80000,2000,1000,NA,15500,33500,19500,9000,15000,NA,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.17516,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.19,4,NA,0.035612,1,2,Phytoplankton,-1.17516,-1.1751614547479,-1.17646492530861,2.05748474650702E-05,0.791305063448081,1.00111042352412
390,390,Abra�os 2,15,,2017-04-14,-34.76,-7.78,phytoplankton,4,Niskin Bottles,,NA,NA,0.5,150,15.91,NA,Estimated from Biovolume,Cristina Gonz�lez,NA,,27.562,361,36,4,8.1544,0.109404,1,2,28.43,28.43,28.43,37.02,NA,0.08,0.5,mm3 m-3 mm-3,NA,NA,NA,142000000000,5119249010,2577836174,NA,NA,NA,NA,9000,NA,20000,NA,NA,NA,5500,3500,500,1500,125500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.39831,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.69,4,28.43,0.109404,1,2,Phytoplankton,-1.39831,-1.39830975871517,-1.57084664906624,0.000832895505426617,0.770984741130578,1.1233894122664
391,391,Abra�os 2,16,,2017-04-14,-34.02,-7.6,phytoplankton,4,Niskin Bottles,,NA,NA,0.5,150,49.72,NA,Estimated from Biovolume,Cristina Gonz�lez,NA,,27,337.15,36,4,8.1694,0.026146,1,2,28.43,23.99,23.99,37.09,NA,0.23,0.5,mm3 m-3 mm-3,NA,175000000000,NA,948650467.3,217399065.4,460353308.1,NA,NA,NA,NA,4000,NA,70500,NA,3500,12500,28000,121500,NA,24000,4000,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.12545,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,4,28.43,0.026146,1,2,Phytoplankton,-1.12545,-1.12545383233254,-1.12796221652987,5.59499774025958E-05,0.784628351792983,1.00223218848449
392,392,Abra�os 2,16,,2017-04-14,-34.02,-7.6,phytoplankton,4,Niskin Bottles,,NA,NA,0.5,150,110.35,NA,Estimated from Biovolume,Cristina Gonz�lez,NA,,27,337.15,36,4,8.1694,0.026146,1,2,NA,26.51,26.51,37.32,NA,0.31,0.6,mm3 m-3 mm-3,NA,88935981.31,NA,NA,NA,21724137.93,NA,NA,NA,NA,1000,NA,33000,NA,1500,1000,8000,21500,NA,15000,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.75905,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.77,4,NA,0.026146,1,2,Phytoplankton,-0.75905,-0.759051321344074,-0.772745627296725,0.00662426536374994,0.623045706967477,1.01804311612769
393,393,Abra�os 2,19,,2017-04-15,-34.47,-7.25,phytoplankton,4,Niskin Bottles,,NA,NA,0.5,150,52.7,NA,Estimated from Biovolume,Cristina Gonz�lez,NA,,27,337.18,36,4,8.1667,0.031047,1,2,28.3,28.3,28.3,37.37,NA,0.11,0.4,mm3 m-3 mm-3,NA,164000000000,NA,40500000000,2926403030,538970858.6,NA,NA,NA,NA,3500,NA,44500,500,NA,2000,10500,72500,1000,10000,12000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.37177,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.81,4,28.3,0.031047,1,2,Phytoplankton,-1.37177,-1.37176522092047,-1.37731073681961,0.0000800707531816002,0.770436386836832,1.00403911502629
394,394,Abra�os 2,21,,2017-04-16,-34.27,-6.88,phytoplankton,4,Niskin Bottles,,NA,NA,0.5,150,50.71,NA,Estimated from Biovolume,Cristina Gonz�lez,NA,,27,321,36,4,8.1732,0.026309,1,2,28.3,23.89,23.89,37.14,NA,0.26,0.3,mm3 m-3 mm-3,NA,190000000000,NA,732816831.7,418752475.2,461215973.5,NA,NA,NA,NA,2000,NA,22500,500,NA,4000,7500,56000,500,10000,7000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.2568,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.79,4,28.3,0.026309,1,2,Phytoplankton,-1.2568,-1.25680409068126,-1.26366765479546,0.000111087191245969,0.75668148924344,1.00546439751389
395,395,Abra�os 2,21,,2017-04-16,-34.27,-6.88,phytoplankton,4,Niskin Bottles,,NA,NA,0.5,150,122.28,NA,Estimated from Biovolume,Cristina Gonz�lez,NA,,27,321,36,4,8.1732,0.026309,1,2,27.46,27.46,27.46,37.29,NA,0.19,0.2,mm3 m-3 mm-3,NA,78400000000,NA,19580555.56,1223784722,430243902.4,NA,NA,NA,NA,NA,NA,26000,500,500,NA,4000,14000,NA,10500,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.26054,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.94,4,27.46,0.026309,1,2,Phytoplankton,-1.26054,-1.26054009298603,-1.25347074584238,0.000192327878185492,0.802228973230041,0.994391884305443
396,396,Abra�os 2,23,,2017-04-17,-34.74,-6.34,phytoplankton,4,Niskin Bottles,,NA,NA,0.5,150,49.72,NA,Estimated from Biovolume,Cristina Gonz�lez,NA,,27,397,36,4,8.1723,0.029047,0.4028,2,27.46,25.74,25.74,37.27,NA,0.02,0.1,mm3 m-3 mm-3,NA,165000000000,NA,46200000000,2083903398,309601557.6,NA,NA,NA,NA,3000,NA,21500,NA,1500,1500,8500,20500,NA,12500,4000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.40388,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.25,4,27.46,0.029047,0.4028,2,Phytoplankton,-1.40388,-1.40387704103712,-1.40920318362202,8.77958258227748E-05,0.799326109915153,1.00379176540874
397,397,Abra�os 2,23,,2017-04-17,-34.74,-6.34,phytoplankton,4,Niskin Bottles,,NA,NA,0.5,150,89.48,NA,Estimated from Biovolume,Cristina Gonz�lez,NA,,27,397,36,4,8.1723,0.029047,0.4028,2,NA,29.31,29.31,37.42,NA,0.33,0.1,mm3 m-3 mm-3,NA,175000000000,NA,8488445327,2855833178,538187203.8,NA,NA,NA,NA,3500,NA,31000,NA,NA,NA,6500,24000,1000,11500,1500,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.32404,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.36,4,NA,0.029047,0.4028,2,Phytoplankton,-1.32404,-1.3240399257509,-1.35257832632791,1.30630372057258E-05,0.862066303049779,1.02155397595836
398,398,Abra�os 2,24,,2017-04-17,-34.96,-6.16,phytoplankton,4,Niskin Bottles,,NA,NA,0.5,150,19.89,NA,Estimated from Biovolume,Cristina Gonz�lez,NA,,27.144,396.19,36,4,8.1694,0.074283,0,2,NA,24.77,24.77,37.32,NA,0.38,0.3,mm3 m-3 mm-3,NA,NA,NA,160000000000,1402820792,1376780488,NA,NA,NA,NA,500,NA,37000,1500,2000,NA,38000,1500,2000,1500,8500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.38155,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.38,4,NA,0.074283,0,2,Phytoplankton,-1.38155,-1.38155124631568,-1.42279535422119,0.000617311137227322,0.706501164543618,1.02985440571908
399,399,Abra�os 2,26,,2017-04-18,-34.81,-5.8,phytoplankton,4,Niskin Bottles,,NA,NA,0.5,150,95.45,NA,Estimated from Biovolume,Cristina Gonz�lez,NA,,27,344,36,4,8.1761,0.026801,0,2,28.58,28.58,28.58,37.27,NA,0.1,0.3,mm3 m-3 mm-3,NA,80600000000,NA,NA,1187025000,225878048.8,NA,NA,NA,NA,2000,NA,85500,1000,1000,NA,6500,35000,NA,10000,5000,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.16452,NA,NA,NA,,5.88049221038818,36.0091018676758,0.193300500512123,3.70083451271057,41.506290435791,0.0712255090475082,1.72569644451141,28.422908782959,0.497613728046417,6.81,4,28.58,0.026801,0,2,Phytoplankton,-1.16452,-1.16451927190478,-1.18312328689844,0.000509887094136544,0.71717536155195,1.01597506861062
400,400,Abra�os 2,28,,2017-04-18,-34.78,-5.61,phytoplankton,4,Niskin Bottles,,NA,NA,0.5,150,49.72,NA,Estimated from Biovolume,Cristina Gonz�lez,NA,,27,343.03,36,4,8.1773,0.026936,0,2,28.58,24.64,24.64,37.31,NA,0.47,0.5,mm3 m-3 mm-3,NA,110000000000,NA,25800000000,796122352.9,247147638.7,NA,NA,NA,NA,33500,NA,73000,17500,NA,3000,24000,71500,1500,33500,6500,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.25755,NA,NA,NA,,5.88049221038818,36.0091018676758,0.193300500512123,3.70083451271057,41.506290435791,0.0712255090475082,1.72569644451141,28.422908782959,0.497613728046417,6.22,4,28.58,0.026936,0,2,Phytoplankton,-1.25755,-1.25755071498235,-1.25878023710375,2.23590197186651E-06,0.855052397849498,1.00097828086656
401,401,Abra�os 2,28,,2017-04-18,-34.78,-5.61,phytoplankton,4,Niskin Bottles,,NA,NA,0.5,150,101.41,NA,Estimated from Biovolume,Cristina Gonz�lez,NA,,27,343.03,36,4,8.1773,0.026936,0,2,NA,28.8,28.8,36.68,NA,0.25,0.3,mm3 m-3 mm-3,NA,73300000000,NA,NA,1090740000,219402985.1,NA,NA,NA,NA,3500,NA,135000,NA,NA,NA,6500,33500,500,14500,1500,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.20055,NA,NA,NA,,5.88049221038818,36.0091018676758,0.193300500512123,3.70083451271057,41.506290435791,0.0712255090475082,1.72569644451141,28.422908782959,0.497613728046417,12.16,4,NA,0.026936,0,2,Phytoplankton,-1.20055,-1.20055415803406,-1.23990033289285,8.57547836018282E-05,0.834153438924517,1.03277692132177
402,402,Abra�os 2,29,,2017-04-19,-35.22,-5.19,phytoplankton,4,Niskin Bottles,,NA,NA,0.5,150,17.9,NA,Estimated from Biovolume,Cristina Gonz�lez,NA,,27,392,36,4,8.1742,0.048076,0,2,28.78,28.78,28.78,36.99,NA,0.15,0.2,mm3 m-3 mm-3,NA,159000000000,NA,80900000000,2318960795,467675449,NA,NA,NA,NA,360500,NA,22500,1500,500,500,8000,46500,NA,11500,8000,500,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.34214,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.81,4,28.78,0.048076,0,2,Phytoplankton,-1.34214,-1.34214196203013,-1.34164626413542,4.64329309471039E-06,0.811379204572453,0.999632127896808
